"","US.merge","US.id","US.screen_name","US.verified","US.url","US.created_at","US.name","US.followers_count","US.location","US.description","US.time_zone","US.listed_count","US.lang","US.friends_count","US.statuses_count","US.dw.nom.1","US.icpsr.id","US.nameid","US.title","US.party","US.state","US.gender","US.idealPoint"
"318","repbobbyscott",161791703,"repbobbyscott",TRUE,"http://bobbyscott.house.gov","Thu Jul 01 19:57:00 +0000 2010","Rep. Bobby Scott",3378,"Newport News, VA","Proudly serving the people of the Third Congressional District of the Commonwealth of Virginia in the U.S. House of Representatives","Eastern Time (US & Canada)",277,"en",741,319,-0.491,39307,"S000185","House","D","VA","M",-0.995004001339616
"319","repbobgibbs",234822928,"RepBobGibbs",TRUE,"http://gibbs.house.gov","Thu Jan 06 17:17:21 +0000 2011","Rep. Bob Gibbs",3486,"US Congress","R-OH; Chairman, T&I Subcommittee on Water Resources and Environment; Agriculture Comm; www.facebook.com/RepBobGibbs","Eastern Time (US & Canada)",292,"en",3286,956,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"320","repboustany",249339682,"RepBoustany",TRUE,"http://boustany.house.gov","Tue Feb 08 21:15:08 +0000 2011","Charles Boustany",1877,"Washington, DC","Proudly serving Louisiana's 7th Congressional District",NA,172,"en",115,126,0.406,20514,"B001255","House","R","LA","M",0.819589102980325
"321","repbradmiller",234002627,"RepBradMiller",TRUE,"http://bradmiller.house.gov/","Tue Jan 04 16:37:27 +0000 2011","RepBradMiller",2338,"North Carolina/D.C.","U.S. Rep. Brad Miller represents North Carolina's 13th District. He is currently serving his fifth term.  
","Eastern Time (US & Canada)",195,"en",282,354,-0.392,20341,"M001154","House","D","NC","M",-0.948190229639889
"322","repbrady",148453195,"RepBrady",TRUE,"http://www.brady.house.gov","Wed May 26 18:53:52 +0000 2010","Bob Brady",3682,"Philly, Washington DC","The official Twitter account of Rep. Robert A. Brady (PA-01)
","Eastern Time (US & Canada)",323,"en",538,349,-0.497,29777,"B001227","House","D","PA","M",-1.07805407753975
"323","repbrianhiggins",33576489,"RepBrianHiggins",TRUE,"http://higgins.house.gov","Mon Apr 20 16:47:06 +0000 2009","Brian Higgins",6958,"WNY and Washington, DC","Official account for Congressman Brian Higgins (NY-27) representing large parts of Buffalo & Erie Co. and all of Chautauqua Co. http://on.fb.me/repbrianhiggins","Eastern Time (US & Canada)",445,"en",1114,3163,-0.37,20519,"H001038","House","D","NY","M",-0.970222010539152
"324","repbuerkle",218349372,"RepBuerkle",TRUE,"http://buerkle.house.gov","Mon Nov 22 03:07:42 +0000 2010","Ann Marie Buerkle",4586,"Syracuse, NY","The official Twitter account of Rep. Ann Marie Buerkle.  Representing citizens in Cayuga, Monroe, Onondaga, and Wayne counties in Upstate New York.","Eastern Time (US & Canada)",347,"en",137,867,0.555,21158,"B001276","House","R","NY","F",1.05001932804897
"325","repcanseco",233972934,"RepCanseco",TRUE,"http://canseco.house.gov","Tue Jan 04 15:11:00 +0000 2011","Francisco Canseco",3115,"","I am honored to represent the 23rd District of TX.","Central Time (US & Canada)",277,"en",419,858,0.593,21183,"C001082","House","R","TX","M",1.10865198110727
"326","repcardoza",107545479,"RepCardoza",TRUE,"http://www.house.gov/cardoza/","Fri Jan 22 23:01:03 +0000 2010","Rep. Dennis Cardoza",2717,"U.S. House of Representatives","Representative for California's 18th Congressional District",NA,296,"en",42,170,-0.252,20306,"C001050","House","D","CA","M",-0.326679514872485
"327","repcarnahan",28582749,"RepCarnahan",TRUE,"http://carnahan.house.gov","Fri Apr 03 15:16:53 +0000 2009","Russ Carnahan",5535,"St. Louis, MO","I represent the St. Louis region in the U.S. House of Representatives.  In addition to me, staff occasionally post updates here.","Central Time (US & Canada)",594,"en",2189,856,-0.375,20516,"C001060","House","D","MO","M",-0.97278676578318
"328","repcharlesbass",235289157,"RepCharlesBass",TRUE,"http://bass.house.gov","Fri Jan 07 20:35:49 +0000 2011","Rep. Charles Bass",2999,"2nd District, New Hampshire","Welcome to my official Twitter account! I'm honored to represent New Hampshire's 2nd District in Congress and I hope you'll share your thoughts with me.","Central Time (US & Canada)",283,"en",521,1591,0.345,29538,"B000220","House","R","NH","M",0.319363525145404
"329","repcharlesdjou",150737366,"RepCharlesDjou",FALSE,"http://djou.house.gov","Tue Jun 01 17:57:10 +0000 2010","Charles Djou",1461,"Washington, DC","Member of Congress representing Hawaii's First Congressional District","Hawaii",169,"en",19,513,0.182,20961,"D000611","House","R",NA,NA,NA
"330","repchipcravaack",234390582,"RepChipCravaack",TRUE,"http://cravaack.house.gov","Wed Jan 05 15:00:56 +0000 2011","Rep. Chip Cravaack",3430,"","It’s a privilege to serve the people of Minnesota’s 8th District. Retired Navy helicopter pilot. Proud father of two great boys & happy husband to Traci.","Quito",273,"en",2189,1545,0.387,21146,"C001086","House","R","MN","M",0.690034932099992
"331","repchrisgibson",234937222,"RepChrisGibson",TRUE,"http://gibson.house.gov","Thu Jan 06 23:23:12 +0000 2011","Chris Gibson",2190,"Kinderhook, NY","Congressman for New York's 20th Congressional District, Army Veteran, Member of the House Agriculture and Armed Services Committees",NA,226,"en",115,12,0.26,21156,"G000564","House","R","NY","M",0.275448823740996
"332","repchuck",235190657,"RepChuck",TRUE,"http://fleischmann.house.gov","Fri Jan 07 15:46:29 +0000 2011","Chuck Fleischmann",2859,"Washington, D.C./TN-03","My official House office Twitter account. I work for the people of TN-03.","Eastern Time (US & Canada)",253,"en",623,849,0.499,21178,"F000459","House","R","TN","M",0.915668860282366
"333","repcleaver",163570705,"repcleaver",TRUE,"http://www.house.gov/cleaver/","Tue Jul 06 19:14:47 +0000 2010","Rep. Emanuel Cleaver",5220,"","This is the official Twitter page of Congressman Emanuel Cleaver, II, representing Missouri's Fifth District.","Central Time (US & Canada)",324,"en",289,484,-0.491,20517,"C001061","House","D","MO","M",-1.09928006963071
"334","repcliffstearns",20088666,"RepCliffStearns",TRUE,"http://stearns.house.gov","Wed Feb 04 20:22:53 +0000 2009","Rep Cliff Stearns",4803,"Washington, DC","Congressman Cliff Stearns represents the Sixth Congressional District of Florida","Eastern Time (US & Canada)",544,"en",153,639,0.543,15627,"S000822","House","R","FL","M",1.04308959599286
"335","repcohen",162069635,"RepCohen",TRUE,"http://cohen.house.gov","Fri Jul 02 15:10:21 +0000 2010","Steve Cohen",4867,"Memphis, TN and Washington, DC","Congress TN-09 Memphis. Committees: Judiciary&Transport; Supporter of civil rights/liberties/women&minority issues/animal welfare. Father of TN Educ Lottery","Central Time (US & Canada)",344,"en",246,533,-0.447,20748,"C001068","House","D","TN","M",-1.16922490717895
"336","repconniemack",70756980,"RepConnieMack",TRUE,"http://mack.house.gov/","Tue Sep 01 19:03:15 +0000 2009","Connie Mack",5084,"Fort Myers, FL","Representing Florida's 14th District in Congress","Eastern Time (US & Canada)",327,"en",246,938,0.596,20503,"M001155","House","R","FL","M",1.15505688296048
"337","repcorrinebrown",292935209,"RepCorrineBrown",TRUE,"http://corrinebrown.house.gov","Wed May 04 13:48:56 +0000 2011","Corrine Brown",2024,"Jacksonville","I have represented the 3rd District of Florida in the U.S. House of Representatives since 1992. The district includes Jacksonville, Gainesville and Orlando.","Eastern Time (US & Canada)",203,"en",134,443,-0.448,29328,"B000911","House","D","FL","F",-1.03924554472707
"338","repcorygardner",235217558,"repcorygardner",TRUE,"http://gardner.house.gov/","Fri Jan 07 17:02:56 +0000 2011","Rep. Cory Gardner ",1634,"CD 4 - Colorado","Proudly serving Colorado's 4th Congressional District.  This is my official congressional Twitter account. ","Mountain Time (US & Canada)",144,"en",225,209,0.47,21112,"G000562","House","R","CO","M",0.791255384544143
"339","repcuellar",210926192,"RepCuellar",TRUE,"http://www.cuellar.house.gov/","Mon Nov 01 20:20:17 +0000 2010","Rep. Henry Cuellar",3267,"Washington D.C./Laredo, TX","Rep. Henry Cuellar is a member of the U.S. Homeland Sec. & Ag.Committees, Blue Dog Coalition, Vice Chair of the Steering & Policy Committee, & Sen. Whip.","Eastern Time (US & Canada)",241,"en",1378,644,-0.231,20533,"C001063","House","D","TX","M",-0.317479516929751
"340","repcwilson",153083172,"RepCWilson",TRUE,NA,"Mon Jun 07 16:56:20 +0000 2010","Rep. Charlie Wilson",840,"","","Eastern Time (US & Canada)",65,"en",101,50,-0.333,20739,"W000801","House","D",NA,NA,NA
"341","repdanburton",15763141,"RepDanBurton",TRUE,"http://burton.house.gov/","Thu Aug 07 13:28:26 +0000 2008","Dan Burton",6512,"Indianapolis, Indiana","Official Page for Rep. Dan Burton.  Doing my best in Congress for all the Hoosiers in the 5th District of Indiana.","Eastern Time (US & Canada)",668,"en",2040,1289,0.58,15014,"B001149","House","R","IN","M",1.28755332646011
"342","repdanlungren",380581302,"RepDanLungren",FALSE,"http://lungren.house.gov","Mon Sep 26 21:59:25 +0000 2011","Dan Lungren",676,"Washington DC/ Sacramento ","Member of Congress, representing the Sacramento region","Quito",68,"en",121,448,0.504,14647,"L000517","House","R","CA","M",0.753113493347622
"343","repdavecamp",28176898,"RepDaveCamp",TRUE,"http://camp.house.gov","Wed Apr 01 19:41:43 +0000 2009","Dave Camp",10871,"4th District and D.C.","Republican Rep. for MI's 4th District, Chairman of the House Ways and Means Committee - http://camp.house.gov/Biography/","Eastern Time (US & Canada)",933,"en",7440,1336,0.383,29124,"C000071","House","R","MI","M",0.680118684251114
"344","repdavid",229197216,"RepDavid",TRUE,"http://schweikert.house.gov/","Tue Dec 21 19:48:02 +0000 2010","Rep David Schweikert",5468,"Washington, DC","Republican representing Arizona's 5th District in the U.S. House of Representatives. Serving on the Financial Services Committee. ","Central Time (US & Canada)",409,"en",1338,1433,0.622,21105,"S001183","House","R","AZ","M",1.09145940811975
"345","repdavideprice",155669457,"RepDavidEPrice",TRUE,"http://price.house.gov/","Mon Jun 14 19:44:06 +0000 2010","David E. Price",3276,"","I represent North Carolina's 4th Congressional District in Congress, which includes Raleigh, Durham, Cary, Chapel Hill and surrounding communities.",NA,164,"en",2304,618,-0.349,15438,"P000523","House","D","NC","M",-1.17506436272077
"346","repdavidscott",168673083,"repdavidscott",TRUE,"http://www.davidscott.house.gov/","Tue Jul 20 14:10:32 +0000 2010","David Scott",2728,"Atlanta, GA","Representing Georgia's 13th Congressional District since 2003. ","Atlantic Time (Canada)",232,"en",199,367,-0.321,20321,"S001157","House","D","GA","M",-0.846071992430674
"347","repdennisross",33655490,"RepDennisRoss",TRUE,"http://dennisross.house.gov","Mon Apr 20 20:43:13 +0000 2009","Dennis Ross",5031,"Lakeland, FL","Conservative Republican Congressman from Florida's 12th District.  Hillsborough, Polk, and Osceola counties.","Eastern Time (US & Canada)",458,"en",1406,9917,0.599,21117,"R000593","House","R","FL","M",1.1807359029402
"348","repdianadegette",28599820,"RepDianaDeGette",TRUE,"http://www.facebook.com/DianaDeGette","Fri Apr 03 16:41:06 +0000 2009","Rep. Diana DeGette",5579,"Denver, CO","Member of Congress, Colorado's 1st Congressional District. Chief Deputy Whip & member of Energy and Commerce Committee.","Mountain Time (US & Canada)",503,"en",5266,631,-0.48,29710,"D000197","House","D","CO","F",-1.2798717673371
"349","repdianeblack",110545675,"RepDianeBlack",TRUE,"http://black.house.gov","Mon Feb 01 22:58:22 +0000 2010","Diane Black",4245,"","Representing Tennessee's 6th Congressional District; 
nurse, small business owner and member of @WaysandMeansGOP & Budget Committee ","Eastern Time (US & Canada)",371,"en",704,892,0.563,21180,"B001273","House","R","TN","M",1.0652680704096
"350","repdinatitus",122174004,"repdinatitus",TRUE,"http://www.titus.house.gov","Thu Mar 11 21:05:31 +0000 2010","Dina Titus",1926,"Las Vegas, NV","","Alaska",142,"en",79,65,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"351","repdold",245408102,"RepDold",TRUE,"http://www.dold.house.gov","Mon Jan 31 16:44:15 +0000 2011","Rep. Robert J. Dold",2546,"","Proudly representing the 10th District of Illinois.
Follow me on Facebook: http://www.facebook.com/RepDold","Eastern Time (US & Canada)",241,"en",108,769,0.216,21127,"D000613","House","R","IL","M",0.332276332219471
"352","repdonnaedwards",82649553,"repdonnaedwards",TRUE,NA,"Thu Oct 15 16:04:37 +0000 2009","Rep Donna F Edwards",7959,"Washington, D.C. ","Congresswoman representing Maryland's 4th Congressional District","Eastern Time (US & Canada)",527,"en",174,1491,-0.621,20763,"E000290","House","D","MD","F",-1.47915319202049
"353","repdonnelly",216503958,"RepDonnelly",TRUE,"http://donnelly.house.gov/","Tue Nov 16 22:24:01 +0000 2010","US Rep Joe Donnelly",3195,"","U.S. Representative Joe Donnelly's communications staff","Central Time (US & Canada)",243,"en",244,527,-0.132,20717,"D000607","House","D","IN","M",-0.303296007953865
"354","repdonyoung",37007274,"repdonyoung",TRUE,"http://www.donyoung.house.gov","Fri May 01 18:31:38 +0000 2009","Rep. Don Young",4392,"Ft. Yukon, AK","Merchant Marine, Teacher, State Rep, State Senator and finally Congressman for all Alaska for the last 38 years.","Eastern Time (US & Canada)",529,"en",290,536,0.274,14066,"Y000033","House","R","AK","M",0.580760956706777
"355","repebj",168502762,"RepEBJ",TRUE,"http://ebjohnson.house.gov","Mon Jul 19 14:25:48 +0000 2010","US Rep E.B.Johnson",4024,"Dallas, Texas","Representing TX 30th Congressional District; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress","Quito",321,"en",748,2449,-0.51,39305,"J000126","House","D","TX","F",-0.99657435722147
"356","repedroyce",246769138,"RepEdRoyce",TRUE,"http://www.royce.house.gov","Thu Feb 03 12:40:15 +0000 2011","Ed Royce",2208,"Orange County, CA","U.S. Representative Ed Royce, proudly serving California's 40th district.","Eastern Time (US & Canada)",210,"en",377,647,0.698,29321,"R000487","House","R","CA","M",1.16586785283602
"357","repedwhitfield",234906311,"RepEdWhitfield",TRUE,"http://whitfield.house.gov","Thu Jan 06 21:36:56 +0000 2011","Rep. Ed Whitfield",1192,"Kentucky/Washington, D.C.","Staff updates for Representative Ed Whitfield of Kentucky’s First Congressional District and Chairman of the House Subcommittee on Energy and Power.","Central Time (US & Canada)",135,"en",121,58,0.304,29525,"W000413","House","R","KY","M",0.597539863478611
"358","repeliotengel",164007407,"RepEliotEngel",TRUE,"http://engel.house.gov","Wed Jul 07 20:34:17 +0000 2010","Eliot Engel",1744,"","Congressman representing parts of the Bronx, Rockland and Westchester Counties in New York #NY17","Eastern Time (US & Canada)",156,"en",219,252,-0.445,15603,"E000179","House","D","NY","M",-1.0214884765609
"359","reperikpaulsen",17513304,"RepErikPaulsen",TRUE,"http://www.paulsen.house.gov","Thu Nov 20 15:28:22 +0000 2008","Rep. Erik Paulsen",7963,"Minnesota's 3rd Congressional","Proudly serving the people of Minnesota's Third Congressional District","Mountain Time (US & Canada)",673,"en",2213,1402,0.368,20924,"P000594","House","R","MN","M",0.678164529130796
"360","repfinchertn08",249219716,"RepFincherTN08",TRUE,"http://fincher.house.gov/","Tue Feb 08 16:24:26 +0000 2011","Stephen Fincher",2189,"","Congressman, Farmer, and Gospel Singer proudly serving the people of the 8th district of the great state of Tennessee. ","Central Time (US & Canada)",190,"en",502,476,0.488,21181,"F000458","House","R","TN","M",0.902611324226964
"361","repfitzpatrick",237944147,"RepFitzpatrick",TRUE,"http://www.fitzpatrick.house.gov","Fri Jan 14 00:38:49 +0000 2011","Mike Fitzpatrick",2363,"","","Eastern Time (US & Canada)",213,"en",11,186,NA,21169,"F000451","House","R","PA","M",0.29259781815913
"362","repfleming",84620376,"RepFleming",TRUE,"http://fleming.house.gov/","Fri Oct 23 15:42:30 +0000 2009","John Fleming",5744,"Washington and Northwest, LA","The Official Twitter account for the office of Congressman John Fleming M.D. (R-LA)","Eastern Time (US & Canada)",374,"en",164,597,0.547,20918,"F000456","House","R","LA","M",1.22396437275649
"363","repfrankguinta",236960387,"RepFrankGuinta",TRUE,"http://guinta.house.gov","Tue Jan 11 19:20:05 +0000 2011","Rep. Frank Guinta",2906,"First District - New Hampshire","Thank you for visiting my official twitter page.  I appreciate the opportunity to serve New Hampshire's First Congressional District in the 112th Congress!",NA,261,"en",9,555,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"364","repfredupton",124224165,"RepFredUpton",TRUE,"http://upton.house.gov","Thu Mar 18 17:34:35 +0000 2010","Fred Upton",5901,"St. Joseph, Michigan","I represent Michigan's 6th District and am Chairman of @HouseCommerce.  Find me on Facebook at www.facebook.com/RepFredUpton.","Eastern Time (US & Canada)",452,"en",2288,891,0.316,15446,"U000031","House","R","MI","M",0.56192639932701
"365","repgaramendi",88806753,"RepGaramendi",TRUE,"http://garamendi.house.gov","Tue Nov 10 00:31:12 +0000 2009","John Garamendi",5519,"Walnut Grove, CA","Congressman from California's 10th Congressional District, former Lieutenant Governor, Insurance Commissioner, Deputy Interior Secretary, state legislator","Pacific Time (US & Canada)",484,"en",4621,4141,-0.501,20958,"G000559","House","D","CA","M",-1.30431488958728
"366","repgaryackerman",92102359,"RepGaryAckerman",TRUE,"http://www.ackermanforcongress.com","Mon Nov 23 20:11:19 +0000 2009","Gary Ackerman",2263,"","Representative of the 5th Congressional District of New York (Queens and Long Island)","Eastern Time (US & Canada)",238,"en",111,281,-0.458,15000,"A000022","House","D","NY","M",-1.15935466180226
"367","repgarymiller",155642785,"RepGaryMiller",TRUE,"http://garymiller.house.gov","Mon Jun 14 18:12:40 +0000 2010","Gary G. Miller",1732,"","Proudly serving California's 42nd Congressional District.","Eastern Time (US & Canada)",252,"en",40,103,0.499,29905,"M001139","House","R","CA","M",1.18638557604257
"368","repgarypeters",236511574,"RepGaryPeters",TRUE,"http://www.peters.house.gov","Mon Jan 10 19:17:36 +0000 2011","Gary Peters",2549,"","Member of Congress proudly representing Michigan's 9th District",NA,196,"en",293,820,-0.246,20923,"P000595","House","D","MI","M",-0.617119078349088
"369","repgenegreen",111635527,"RepGeneGreen",TRUE,"http://green.house.gov","Fri Feb 05 16:37:13 +0000 2010","Rep. Gene Green",2471,"Houston, TX","Proudly serving the 29th District of Texas. ","Eastern Time (US & Canada)",274,"en",44,134,-0.336,39304,"G000410","House","D","TX","M",-0.385908697916728
"370","repgeoffdavis",239561508,"RepGeoffDavis",TRUE,"http://www.geoffdavis.house.gov","Mon Jan 17 22:33:06 +0000 2011","Geoff Davis",2564,"Hebron, KY","Representing the people of Kentucky's Fourth Congressional District.","Eastern Time (US & Canada)",243,"en",481,2412,0.433,20511,"D000603","House","R","KY","M",0.671759328236444
"371","repgoodlatte",37920978,"RepGoodlatte",TRUE,"http://www.house.gov/goodlatte/welcome.htm","Tue May 05 13:18:55 +0000 2009","Bob Goodlatte",5630,"Washington, DC","Bob Goodlatte proudly represents the Sixth Congressional District of Virginia in the U.S. House of Representatives.","Eastern Time (US & Canada)",567,"en",137,1158,0.477,39308,"G000289","House","R","VA","M",0.957820568994813
"372","repgosar",240760644,"RepGosar",TRUE,"http://gosar.house.gov","Thu Jan 20 17:44:27 +0000 2011","Rep. Paul Gosar, DDS",4583,"","Representing Arizona's First Congressional District. ","Arizona",349,"en",2049,2286,0.446,21103,"G000565","House","R","AZ","M",0.792906965435058
"373","repgregwalden",32010840,"repgregwalden",TRUE,"http://walden.house.gov","Thu Apr 16 17:31:34 +0000 2009","Rep. Greg Walden",6198,"Oregon/Washington, D.C.","Proudly serving the people of Oregon's Second Congressional District.","Eastern Time (US & Canada)",648,"en",152,369,0.327,29932,"W000791","House","R","OR","M",0.553834761784302
"374","repgusbilirakis",26051676,"RepGusBilirakis",TRUE,"http://bilirakis.house.gov","Mon Mar 23 17:56:32 +0000 2009","GusBilirakis",6913,"Palm Harbor, Fla.","I serve as the representative for Florida’s 9th Congressional District in the US House.","Quito",628,"en",1175,1928,0.362,20758,"B001257","House","R","FL","M",0.676914072505078
"375","repguthrie",114607567,"RepGuthrie",TRUE,"http://www.brettguthrie.com","Tue Feb 16 01:12:14 +0000 2010","Brett Guthrie",1982,"Bowling Green, KY","Congressman serving Kentucky's 2nd District.","Central Time (US & Canada)",182,"en",233,501,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"376","repgutierrez",322013313,"RepGutierrez",FALSE,"http://www.twitter.com/LuisGutierrez","Wed Jun 22 14:11:23 +0000 2011","Luis V. Gutierrez",0,"","I've changed my twitter handle to @LuisGutierrez.    Congressman Luis V. Gutierrez (D-IL4)","Central Time (US & Canada)",9,"en",1,0,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"377","repgwenmoore",22669526,"RepGwenMoore",TRUE,"http://www.house.gov/gwenmoore","Tue Mar 03 20:02:57 +0000 2009","Gwen Moore",6236,"Washington, DC","News from Congresswoman Gwen Moore - Official News, Unofficial Twitter ","Eastern Time (US & Canada)",540,"en",244,983,-0.578,20537,"M001160","House","D","WI","F",-1.40043859151113
"378","rephanabusa",235373000,"RepHanabusa",TRUE,"http://hanabusa.house.gov/","Sat Jan 08 01:13:45 +0000 2011","Colleen Hanabusa",2463,"Washington, D.C.","Proudly Representing Hawaii's First Congressional District","Eastern Time (US & Canada)",211,"en",558,522,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"379","rephankjohnson",24745957,"RepHankJohnson",TRUE,"http://hankjohnson.house.gov","Mon Mar 16 18:52:49 +0000 2009","Rep. Hank Johnson",6117,"Lithonia, GA; Washington","Office of Congressman Hank Johnson","Quito",616,"en",300,1073,-0.485,20712,"J000288","House","D","GA","M",-1.17121380902733
"380","rephansenclarke",275712629,"RepHansenClarke",TRUE,"http://hansenclarke.house.gov","Fri Apr 01 21:04:43 +0000 2011","Rep. Hansen Clarke",3307,"Detroit, MI","Member of Congress representing the 13th congressional district of Michigan.  ","Eastern Time (US & Canada)",167,"en",969,1591,-0.525,21145,"C001085","House","D","MI","M",-1.36182780456416
"381","rephartzler",237763317,"RepHartzler",TRUE,"http://hartzler.house.gov","Thu Jan 13 15:38:52 +0000 2011","Rep. Vicky Hartzler",3069,"Harrisonville, Missouri","I represent Missouri's 4th Congressional District in the U.S. House of Representatives. I am a wife and mother residing near Harrisonville.","Central Time (US & Canada)",291,"en",250,1101,0.559,21149,"H001053","House","R","MO","F",0.976454056212615
"382","rephensarling",18566912,"RepHensarling",TRUE,"http://hensarling.house.gov/","Fri Jan 02 23:08:57 +0000 2009","Jeb Hensarling",6811,"Washington, D.C.","Fighting to control spending & tax increases while advancing the principles of family, free enterprise, and freedom.  ","Eastern Time (US & Canada)",503,"en",209,302,0.745,20352,"H001036","House","R","TX","M",1.40439583191717
"383","rephowardberman",227341953,"RepHowardBerman",TRUE,"http://www.house.gov/berman/","Thu Dec 16 15:52:42 +0000 2010","Howard Berman",2474,"San Fernando Valley, CA","Representing California's 28th District. For updates on events and issues I'm working on in DC and the Valley, sign up for my e-newsletter @ house.gov/berman ","Pacific Time (US & Canada)",241,"en",53,157,-0.441,15005,"B000410","House","D","CA","M",-1.10838374493953
"384","rephuizenga",233949261,"RepHuizenga",TRUE,"http://huizenga.house.gov/contact","Tue Jan 04 14:01:28 +0000 2011","Rep. Bill Huizenga",3713,"2nd District, MI","I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit facebook.com/rephuizenga for even more!","Eastern Time (US & Canada)",272,"en",2257,1809,0.616,21142,"H001058","House","R","MI","M",1.14065745029725
"385","rephultgren",237814920,"RepHultgren",TRUE,"http://hultgren.house.gov","Thu Jan 13 18:03:42 +0000 2011","Rep. Randy Hultgren",3332,"","Member of Congress proudly representing the 14th District of Illinois. RTs do not mean an endorsement. Find me on FB at www.facebook.com/rephultgren.","Central Time (US & Canada)",266,"en",1549,871,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"386","repinsleenews",34638973,"RepInsleeNews",FALSE,"http://www.house.gov/inslee","Thu Apr 23 15:21:26 +0000 2009","Rep. Jay Inslee News",3444,"","The official news feed for the office of U.S. Rep. Jay Inslee (D-Wash.). This is maintained by staff","Eastern Time (US & Canada)",427,"en",117,59,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"387","repjasonaltmire",260845829,"RepJasonAltmire",TRUE,"http://www.altmire.house.gov","Fri Mar 04 18:41:16 +0000 2011","Jason Altmire",2419,"Pittsburgh, PA ","Proudly Serving Pennsylvania's 4th District in the United States Congress","Eastern Time (US & Canada)",212,"en",10,534,-0.135,20743,"A000362","House","D","PA","M",-0.0929796233074392
"388","repjeffdenham",248699486,"RepJeffDenham",TRUE,"http://www.denham.house.gov","Mon Feb 07 15:01:35 +0000 2011","Jeff Denham",2778,"","http://www.facebook.com/RepJeffDenham","Atlantic Time (Canada)",235,"en",1045,937,0.439,21109,"D000612","House","R","CA","M",0.799487885505924
"389","repjeffduncan",240393970,"RepJeffDuncan",TRUE,"http://jeffduncan.house.gov","Wed Jan 19 20:45:16 +0000 2011","Rep. Jeff Duncan",4460,"","Christian, husband, father, former small business owner, and Congressman for South Carolina's Third Congressional District","Eastern Time (US & Canada)",213,"en",1582,619,0.73,21174,"D000615","House","R","SC","M",1.3659614964845
"390","repjefflandry",235258843,"repjefflandry",TRUE,"http://landry.house.gov/","Fri Jan 07 19:05:00 +0000 2011","Congressman Landry",2954,"New Iberia, LA","","Eastern Time (US & Canada)",239,"en",729,759,0.598,21138,"L000574","House","R","LA","M",1.06778248064739
"391","repjerrylewis",77250424,"RepJerryLewis",TRUE,"http://www.house.gov/jerrylewis","Fri Sep 25 16:24:06 +0000 2009","Rep. Jerry Lewis",2426,"Inland Empire, CA","Proud to serve the 41st district of California in Congress.","Eastern Time (US & Canada)",282,"en",258,245,0.342,14644,"L000274","House","R","CA","M",0.619652867114736
"392","repjimcooper",22523087,"repjimcooper",TRUE,"http://www.cooper.house.gov/","Mon Mar 02 14:25:32 +0000 2009","Jim Cooper",2947,"Nashville, Tennessee","Official page for U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.","Central Time (US & Canada)",231,"en",255,372,-0.168,15019,"C000754","House","D","TN","M",-0.402136031765348
"393","repjimmatheson",46016028,"RepJimMatheson",TRUE,"http://matheson.house.gov/","Wed Jun 10 02:35:22 +0000 2009","Jim Matheson",5422,"","Congressman Jim Matheson representing the second Congressional District of Utah","Eastern Time (US & Canada)",548,"en",32,938,-0.147,20140,"M001142","House","D","UT","M",-0.170177248494496
"394","repjimmcdermott",132201224,"RepJimMcDermott",TRUE,"http://mcdermott.house.gov","Mon Apr 12 15:27:16 +0000 2010","Jim McDermott",6162,"","Proudly serving Washington State's 7th Congressional District ","Eastern Time (US & Canada)",552,"en",613,1030,-0.707,15613,"M000404","House","D","WA","M",-1.48900146038976
"395","repjimrenacci",236916916,"RepJimRenacci",TRUE,"http://renacci.house.gov/","Tue Jan 11 17:20:35 +0000 2011","Jim Renacci",3252,"","Serving my first term representing the great people of the 16th district of Ohio in the House of Representatives.","Quito",282,"en",391,907,0.441,21164,"R000586","House","R","OH","M",0.731918745615799
"396","repjjjr",21122520,"RepJJJr",TRUE,"http://www.house.gov/jackson","Tue Feb 17 19:48:01 +0000 2009","Jesse Jackson Jr",7504,"Chicago, IL","Representing the 2nd Congressional District of Illinois, fighting for new ways to invest, build and grow America, and building a legacy to be proud of.","Central Time (US & Canada)",459,"en",204,316,-0.589,29585,"J000283","House","D","IL","M",-1.97666295765242
"397","repjobonner",190798793,"RepJoBonner",TRUE,"http://bonner.house.gov","Tue Sep 14 21:33:05 +0000 2010","Jo Bonner",2771,"Southwest Alabama","I'm proud to represent Alabama's First Congressional District, including Baldwin, Clarke, Escambia, Mobile, Monroe and Washington counties.","Quito",286,"en",165,364,0.402,20300,"B001244","House","R","AL","M",0.653389042525
